date	stage	time	values
2020-03-20	positive	active	812.7994613251459
2020-03-20	infectious	new	9.322789840219933
2020-03-20	infectious	active	532.5536843470232
2020-03-20	possymp	new	18.565038193468478
2020-03-20	possymp	active	125.15867477556134
2020-03-21	infections	start	52.16981958164692
2020-03-21	positive	start	54.60700159670607
2020-03-21	infectious	start	55.44694286346424
2020-03-21	symptoms	start	55.205528180340266
2020-03-21	infectious	end	49.88705471673892
2020-03-21	symptoms	end	43.17301456697901
2020-03-21	positive	end	24.83607424945544
2020-03-21	reported	end	35.48964737126838
2020-03-21	symptoms	new	12.032513613361253
2020-03-21	symptoms	active	522.0880341233334
2020-03-21	presymp	new	-0.5985265836341966
2020-03-21	presymp	active	176.9867394559782
2020-03-21	positive	new	29.77092734725063
2020-03-21	positive	active	842.5703886723965
2020-03-21	infectious	new	5.559888146725314
2020-03-21	infectious	active	538.1135724937485
2020-03-21	possymp	new	18.336940317523574
2020-03-21	possymp	active	143.49561509308492
2020-03-22	infections	start	50.84804480129206
2020-03-22	positive	start	53.47864242208977
2020-03-22	infectious	start	54.58624794753272
2020-03-22	symptoms	start	54.742492379981194
2020-03-22	infectious	end	52.18101413812179
2020-03-22	symptoms	end	46.888627182665
2020-03-22	positive	end	29.279650692743576
2020-03-22	reported	end	29.734569419170807
2020-03-22	symptoms	new	7.853865197316196
2020-03-22	symptoms	active	529.9418993206496
2020-03-22	presymp	new	-1.2638499578914235
2020-03-22	presymp	active	175.7228894980868
2020-03-22	positive	new	24.198991729346194
2020-03-22	positive	active	866.7693804017428
2020-03-22	infectious	new	2.4052338094109302
2020-03-22	infectious	active	540.5188063031595
2020-03-22	possymp	new	17.60897648992142
2020-03-22	possymp	active	161.10459158300634
2020-03-23	infections	start	49.50234975912545
2020-03-23	positive	start	52.192720647184004
2020-03-23	infectious	start	53.4821400446086
2020-03-23	symptoms	start	54.21766702282548
2020-03-23	infectious	end	53.47691734750574
2020-03-23	symptoms	end	50.04910084172826
2020-03-23	positive	end	33.91616060708087
2020-03-23	reported	end	77.2139625239758
2020-03-23	symptoms	new	4.168566181097219
2020-03-23	symptoms	active	534.1104655017468
2020-03-23	presymp	new	-2.024946375641477
2020-03-23	presymp	active	173.6979431224453
